unit_ref,tenancy_id,tenancy_start_date,tenancy_end_date
Unit1184,Tenant670,09/08/2019,
Unit3029,Tenant671,29/07/2019,
Unit3029,Tenant672,09/10/2017,09/06/2019
Unit5680,Tenant673,21/08/2006,
Unit1777,Tenant674,02/10/2006,
Unit4723,Tenant675,25/06/2012,
Unit4205,Tenant676,07/03/2016,
Unit9276,Tenant677,17/11/2003,
Unit7192,Tenant678,29/07/2002,
Unit2313,Tenant679,14/03/2016,04/10/2020
Unit2313,Tenant680,05/10/2020,
Unit3773,Tenant681,30/06/2014,
Unit5326,Tenant682,18/04/2011,
Unit9129,Tenant683,18/02/2002,
Unit9828,Tenant684,08/11/2010,
Unit7987,Tenant685,03/11/2008,
Unit2568,Tenant686,02/11/2015,
Unit4252,Tenant687,18/01/2010,
Unit2000,Tenant688,30/04/2018,
Unit8921,Tenant689,26/09/1997,
Unit4934,Tenant690,11/09/2017,
Unit5041,Tenant691,13/02/2009,
Unit5686,Tenant692,20/11/2006,
Unit955,Tenant693,19/11/2007,
Unit6111,Tenant694,11/11/2013,
Unit9169,Tenant695,11/02/2014,
Unit5233,Tenant696,30/01/1995,
Unit7254,Tenant697,18/05/1992,
Unit1896,Tenant698,17/12/2012,
Unit4683,Tenant699,09/12/1991,
Unit5327,Tenant700,06/04/2015,
Unit9466,Tenant701,01/02/2016,
Unit1489,Tenant702,12/11/2018,
Unit4137,Tenant703,01/12/2003,
Unit83,Tenant704,12/05/2008,
Unit1633,Tenant705,27/04/2015,
Unit7783,Tenant706,10/10/2016,
Unit1450,Tenant707,10/12/1990,
Unit9245,Tenant708,15/05/2006,
Unit182,Tenant709,25/09/2017,
Unit1264,Tenant710,26/10/2015,
Unit3642,Tenant711,16/10/1995,
Unit4677,Tenant712,04/06/2001,
Unit4180,Tenant713,30/09/2002,
Unit8692,Tenant714,01/08/2016,
Unit5386,Tenant715,29/05/2000,
Unit6943,Tenant716,14/03/1977,05/04/2020
Unit6943,Tenant717,11/05/2020,
Unit7457,Tenant718,02/02/2004,
Unit5093,Tenant719,27/12/2010,12/01/2020
Unit5093,Tenant720,03/02/2020,
Unit2322,Tenant721,25/12/2017,
Unit5657,Tenant722,27/03/2017,
Unit2388,Tenant723,19/11/2018,
Unit7259,Tenant724,30/09/2002,
Unit9205,Tenant725,05/03/2007,
Unit6329,Tenant726,10/09/2018,07/06/2020
Unit6329,Tenant727,13/07/2020,
Unit1274,Tenant728,08/12/2014,
Unit1317,Tenant729,16/01/2012,
Unit1727,Tenant730,01/10/2018,
Unit7836,Tenant731,05/03/2012,
Unit6047,Tenant732,01/08/2011,
Unit5480,Tenant733,20/05/2013,
Unit8650,Tenant734,29/08/2005,
Unit8145,Tenant735,17/08/2009,
Unit9355,Tenant736,23/07/1962,
Unit4727,Tenant737,02/07/2018,
Unit5567,Tenant738,11/07/2016,14/03/2021
Unit8368,Tenant739,21/08/1995,
Unit3093,Tenant740,23/11/1981,
Unit6896,Tenant741,12/06/1978,
Unit6555,Tenant742,13/06/2011,
Unit9185,Tenant743,24/11/2008,
Unit7404,Tenant744,30/06/2008,
Unit109,Tenant745,29/01/2001,
Unit929,Tenant746,24/07/2000,
Unit9918,Tenant747,04/03/2013,
Unit5525,Tenant748,25/09/1995,
Unit6828,Tenant749,04/11/2002,
Unit4994,Tenant750,04/10/2004,24/11/2019
Unit6916,Tenant751,06/06/2005,
Unit1034,Tenant752,19/05/2014,
Unit990,Tenant753,30/01/2012,
Unit2408,Tenant754,30/08/2004,
Unit9082,Tenant755,29/08/2016,08/09/2019
Unit9082,Tenant756,30/09/2019,
Unit4839,Tenant757,16/11/2009,
Unit6385,Tenant758,15/12/1997,
Unit2426,Tenant759,31/07/2006,
Unit5331,Tenant760,13/03/2017,
Unit156,Tenant761,31/07/2000,
Unit6765,Tenant762,06/06/1990,
Unit3711,Tenant763,19/04/2004,
Unit980,Tenant764,27/12/2010,
Unit2368,Tenant765,26/11/2012,
Unit9520,Tenant766,08/01/2007,
Unit3828,Tenant767,29/05/1988,
Unit4665,Tenant768,18/03/2013,
Unit4530,Tenant769,09/11/1974,30/08/2020
Unit218,Tenant770,20/04/2009,
Unit8262,Tenant771,18/06/2012,
Unit9693,Tenant772,23/05/2016,
Unit3150,Tenant773,05/12/1994,
Unit2263,Tenant774,02/12/2015,
Unit4847,Tenant775,18/07/2011,
Unit4937,Tenant776,10/01/2011,
Unit2273,Tenant777,20/12/1993,
Unit9695,Tenant778,01/02/1987,
Unit5283,Tenant779,21/11/2005,04/10/2020
Unit6958,Tenant780,01/06/2009,
Unit8704,Tenant781,30/01/2017,
Unit480,Tenant782,28/09/1998,21/06/2020
Unit480,Tenant783,16/11/2020,28/02/2021
Unit7178,Tenant784,30/06/2003,
Unit507,Tenant785,03/10/2005,
Unit4322,Tenant786,01/07/2002,
Unit6813,Tenant787,25/10/2004,
Unit1369,Tenant788,07/12/1998,
Unit2371,Tenant789,25/10/1971,
Unit9506,Tenant790,11/12/2000,
Unit1279,Tenant791,14/04/2008,
Unit391,Tenant792,27/11/1995,
Unit8197,Tenant793,07/03/2016,
Unit1634,Tenant794,29/05/2017,
Unit1152,Tenant795,06/03/2017,
Unit4415,Tenant796,28/04/1980,12/04/2020
Unit4415,Tenant797,14/12/2020,
Unit7644,Tenant798,05/02/2007,
Unit9771,Tenant799,03/08/2009,10/11/2019
Unit8939,Tenant800,02/07/2012,
Unit2175,Tenant801,24/11/2014,
Unit2582,Tenant802,05/08/1996,
Unit6739,Tenant803,25/05/1992,
Unit8720,Tenant804,16/05/1977,25/08/2019
Unit8720,Tenant805,28/10/2019,
Unit2961,Tenant806,09/01/2006,
Unit3379,Tenant807,30/07/2012,
Unit2421,Tenant808,26/06/2000,
Unit3871,Tenant809,25/09/2006,
Unit9594,Tenant810,26/05/2016,
Unit931,Tenant811,23/10/2006,
Unit4596,Tenant812,13/03/2015,
Unit3913,Tenant813,27/07/2006,
Unit8181,Tenant814,09/04/2018,
Unit3104,Tenant815,12/02/2018,15/11/2020
Unit167,Tenant816,14/06/1999,
Unit4073,Tenant817,07/04/2014,
Unit3699,Tenant818,29/03/2004,
Unit1081,Tenant819,12/02/1973,
Unit4572,Tenant820,20/04/2015,
Unit5114,Tenant821,18/04/2011,
Unit9066,Tenant822,30/09/2002,
Unit733,Tenant823,31/07/2000,
Unit6919,Tenant824,20/05/2013,
Unit2357,Tenant825,22/10/2012,
Unit1337,Tenant826,15/06/1987,
Unit4081,Tenant827,06/07/2009,
Unit4878,Tenant828,13/05/2013,
Unit983,Tenant829,01/09/2014,
Unit2809,Tenant830,15/02/2010,
Unit972,Tenant831,21/12/2015,21/03/2021
Unit1322,Tenant832,11/09/2000,
Unit6359,Tenant833,14/09/1981,
Unit5566,Tenant834,05/02/1973,
Unit6791,Tenant835,18/02/2016,
Unit6422,Tenant836,26/05/1994,
Unit7244,Tenant837,05/03/2001,30/08/2020
Unit7244,Tenant838,23/11/2020,
Unit3583,Tenant839,07/08/2017,
Unit2596,Tenant840,05/09/2016,
Unit7718,Tenant841,15/10/2018,
Unit6148,Tenant842,16/06/2014,
Unit9224,Tenant843,09/06/2014,06/01/2019
Unit9224,Tenant844,06/05/2019,
Unit4177,Tenant845,06/02/1967,
Unit2109,Tenant846,25/06/1984,
Unit3529,Tenant847,23/01/2012,
Unit9611,Tenant848,10/04/2006,
Unit2032,Tenant849,18/01/1982,06/12/2020
Unit7645,Tenant850,08/11/1965,
Unit5339,Tenant851,13/09/1993,
Unit4834,Tenant852,27/08/2007,13/01/2019
Unit4834,Tenant853,14/01/2019,
Unit6771,Tenant854,01/06/2009,
Unit335,Tenant855,22/08/1983,
Unit1602,Tenant856,31/08/2015,
Unit7670,Tenant857,19/05/2006,30/08/2019
Unit7670,Tenant858,30/08/2019,
Unit5818,Tenant859,31/07/2013,
Unit2475,Tenant860,23/03/2017,20/12/2019
Unit2475,Tenant861,20/12/2019,
Unit8693,Tenant862,29/11/2011,
Unit7090,Tenant863,23/10/2006,10/01/2021
Unit4653,Tenant864,14/07/2008,
Unit5021,Tenant865,19/04/1999,
Unit8672,Tenant866,27/04/2009,19/01/2020
Unit8672,Tenant867,20/01/2020,
Unit8091,Tenant868,18/02/2013,21/07/2019
Unit8091,Tenant869,20/07/2020,
Unit3736,Tenant870,22/08/1994,
Unit5689,Tenant871,28/10/1982,29/09/2019
Unit5689,Tenant872,02/03/2020,
Unit8142,Tenant873,13/07/2006,
Unit305,Tenant874,01/01/2007,
Unit45,Tenant875,09/06/2008,
Unit8196,Tenant876,05/05/2008,
Unit3548,Tenant877,17/04/2006,
Unit9771,Tenant878,11/11/2019,
Unit4962,Tenant879,15/07/2002,
Unit100,Tenant880,26/08/2013,
Unit2949,Tenant881,20/03/2006,02/02/2020
Unit2493,Tenant882,02/03/2015,
Unit8161,Tenant883,06/11/2006,
Unit5197,Tenant884,29/10/2007,
Unit2637,Tenant885,24/11/2008,
Unit2781,Tenant886,08/09/2017,
Unit5421,Tenant887,02/04/2007,
Unit2982,Tenant888,13/07/2006,
Unit8369,Tenant889,27/07/2006,
Unit2526,Tenant890,21/08/2006,
Unit8957,Tenant891,19/06/2006,
Unit6812,Tenant892,10/08/1987,
Unit6244,Tenant893,01/12/2008,
Unit9405,Tenant894,20/09/1999,
Unit6755,Tenant895,30/04/2018,
Unit5954,Tenant896,27/08/1997,
Unit160,Tenant897,11/06/2018,20/09/2020
Unit8847,Tenant898,01/10/2001,
Unit1775,Tenant899,26/01/2009,
Unit9777,Tenant900,05/06/2017,27/09/2020
Unit8260,Tenant901,17/07/1978,20/12/2020
Unit6175,Tenant902,12/12/2005,
Unit7950,Tenant903,18/09/2017,
Unit8535,Tenant904,13/12/2010,
Unit675,Tenant905,08/09/2014,
Unit7291,Tenant906,01/11/2004,
Unit9106,Tenant907,30/11/2004,
Unit4764,Tenant908,18/10/2000,
Unit1112,Tenant909,23/03/2009,
Unit4961,Tenant910,10/01/2005,21/07/2019
Unit4961,Tenant911,07/10/2019,
Unit2173,Tenant912,30/10/2017,
Unit7544,Tenant913,27/10/1975,07/06/2020
Unit7544,Tenant914,28/09/2020,18/10/2020
Unit7544,Tenant915,19/10/2020,
Unit7544,Tenant916,08/06/2020,27/09/2020
Unit2616,Tenant917,17/07/2017,
Unit2512,Tenant918,19/03/2007,08/03/2020
Unit9769,Tenant919,11/02/2002,
Unit950,Tenant920,24/07/2017,
Unit7292,Tenant921,31/01/1994,
Unit3935,Tenant922,30/05/2006,
Unit336,Tenant923,11/11/2013,
Unit4346,Tenant924,13/02/2017,
Unit7580,Tenant925,07/08/2006,
Unit5966,Tenant926,11/08/2006,
Unit5028,Tenant927,28/11/2011,
Unit2713,Tenant928,03/07/2017,
Unit8282,Tenant929,08/09/2014,20/03/2020
Unit8282,Tenant930,20/03/2020,
Unit3702,Tenant931,08/06/2015,
Unit2450,Tenant932,21/09/2009,29/09/2019
Unit2450,Tenant933,04/11/2019,
Unit8792,Tenant934,11/09/2017,13/01/2019
Unit8792,Tenant935,17/06/2019,
Unit1673,Tenant936,26/10/2015,
Unit4385,Tenant937,25/09/2006,
Unit6529,Tenant938,04/10/2010,
Unit6757,Tenant939,21/12/2016,
Unit1425,Tenant940,02/04/2018,
Unit5853,Tenant941,25/06/2001,
Unit270,Tenant942,28/01/2019,
Unit8317,Tenant943,19/01/1948,24/11/2019
Unit8317,Tenant944,01/06/2020,
Unit5360,Tenant945,09/02/2015,
Unit2021,Tenant946,17/10/1983,05/05/2019
Unit2021,Tenant947,29/07/2019,
Unit2136,Tenant948,13/04/1981,
Unit188,Tenant949,11/09/2017,
Unit6564,Tenant950,28/04/2008,
Unit7174,Tenant951,05/01/2017,
Unit1416,Tenant952,15/10/2018,05/05/2019
Unit1416,Tenant953,01/07/2019,
Unit8479,Tenant954,10/11/2008,
Unit3486,Tenant955,10/12/2012,05/01/2020
Unit3486,Tenant956,06/01/2020,
Unit530,Tenant957,23/06/2008,
Unit8660,Tenant958,21/06/2010,
Unit4068,Tenant959,19/12/2016,
Unit1613,Tenant960,14/02/2005,
Unit664,Tenant961,24/10/2011,
Unit5469,Tenant962,08/05/2018,
Unit5245,Tenant963,17/12/2018,
Unit5286,Tenant964,09/01/2015,29/06/2020
Unit5286,Tenant965,29/06/2020,
Unit6833,Tenant966,23/04/2002,
Unit3318,Tenant967,02/04/2006,30/10/2019
Unit3318,Tenant968,30/10/2019,
Unit8298,Tenant969,23/10/2006,
Unit7041,Tenant970,12/03/2007,
Unit636,Tenant971,30/04/2007,
Unit2705,Tenant972,05/02/2018,
Unit3961,Tenant973,28/11/2005,
Unit3783,Tenant974,31/10/2016,
Unit7301,Tenant975,10/06/2016,23/04/2019
Unit7301,Tenant976,23/04/2019,
Unit3195,Tenant977,03/02/2011,27/11/2019
Unit3195,Tenant978,28/11/2019,
Unit8198,Tenant979,18/08/2003,
Unit2158,Tenant980,05/07/1982,
Unit3389,Tenant981,02/11/1987,
Unit1957,Tenant982,05/05/2014,
Unit6887,Tenant983,13/07/2000,
Unit2245,Tenant984,12/03/2012,
Unit9845,Tenant985,17/09/2007,16/02/2020
Unit9845,Tenant986,17/02/2020,
Unit6508,Tenant987,04/12/1995,
Unit1099,Tenant988,13/02/2012,
Unit3262,Tenant989,21/05/2001,
Unit939,Tenant990,26/11/2007,
Unit9092,Tenant991,23/05/2011,
Unit8910,Tenant992,13/08/2012,
Unit9855,Tenant993,01/04/2005,
Unit2150,Tenant994,09/07/1984,
Unit6858,Tenant995,20/03/1989,
Unit9607,Tenant996,08/08/2016,
Unit5262,Tenant997,29/08/1994,
Unit300,Tenant998,24/04/2017,
Unit1110,Tenant999,03/08/1992,15/12/2019
Unit1110,Tenant1000,16/12/2019,
Unit3098,Tenant1001,11/08/1986,
Unit4573,Tenant1002,05/03/2007,
Unit1468,Tenant1003,13/06/2011,
Unit1902,Tenant1004,14/08/1989,
Unit6332,Tenant1005,16/06/2014,
Unit864,Tenant1006,09/12/2013,
Unit643,Tenant1007,11/02/2019,
Unit1327,Tenant1008,08/08/1994,09/02/2020
Unit1327,Tenant1009,10/02/2020,
Unit13,Tenant1010,26/03/2018,
Unit5784,Tenant1011,01/04/2019,
Unit1627,Tenant1012,18/06/2007,
Unit8341,Tenant1013,02/01/1989,
Unit1248,Tenant1014,09/07/2018,
Unit9364,Tenant1015,15/11/1999,
Unit8210,Tenant1016,13/03/2000,
Unit1800,Tenant1017,14/02/2005,19/04/2020
Unit9657,Tenant1018,05/08/1996,
Unit5002,Tenant1019,30/04/2007,
Unit4176,Tenant1020,14/04/2008,
Unit8623,Tenant1021,05/12/2005,
Unit3842,Tenant1022,22/08/2016,
Unit5313,Tenant1023,23/04/2018,
Unit4318,Tenant1024,08/11/2004,
Unit6679,Tenant1025,27/05/1996,17/02/2019
Unit6679,Tenant1026,18/11/2019,
Unit4267,Tenant1027,16/01/2017,21/03/2021
Unit8937,Tenant1028,25/08/2015,
Unit6745,Tenant1029,28/07/2010,
Unit860,Tenant1030,05/02/2007,
Unit4447,Tenant1031,26/03/2012,08/02/2021
Unit3030,Tenant1032,07/08/2006,
Unit7667,Tenant1033,20/04/1992,
Unit2822,Tenant1034,29/07/2002,
Unit7391,Tenant1035,27/06/2011,
Unit9692,Tenant1036,12/03/2007,
Unit7042,Tenant1037,11/04/2011,
Unit9980,Tenant1038,05/02/2007,28/06/2020
Unit9980,Tenant1039,28/09/2020,
Unit2649,Tenant1040,16/04/2007,
Unit3056,Tenant1041,26/08/1991,
Unit1818,Tenant1042,23/03/2009,
Unit9287,Tenant1043,12/05/2008,
Unit819,Tenant1044,02/07/2001,
Unit8309,Tenant1045,20/02/2012,
Unit4039,Tenant1046,04/01/1988,
Unit2269,Tenant1047,11/01/2010,
Unit8234,Tenant1048,16/06/1980,
Unit1223,Tenant1049,05/04/2010,28/03/2021
Unit2297,Tenant1050,25/01/2016,30/06/2019
Unit2297,Tenant1051,19/08/2019,
Unit8237,Tenant1052,12/02/2007,
Unit5527,Tenant1053,06/11/2017,
Unit4553,Tenant1054,25/04/2011,
Unit7181,Tenant1055,11/11/2016,
Unit2538,Tenant1056,05/12/2005,
Unit2547,Tenant1057,21/08/1995,
Unit5742,Tenant1058,15/01/1999,
Unit6862,Tenant1059,28/02/2011,
Unit2043,Tenant1060,24/08/2017,
Unit4690,Tenant1061,16/11/2017,
Unit5223,Tenant1062,17/12/1993,
Unit1329,Tenant1063,27/07/1981,
Unit8529,Tenant1064,18/03/2002,
Unit7243,Tenant1065,05/11/2018,13/09/2020
Unit4194,Tenant1066,23/06/2008,
Unit3507,Tenant1067,14/01/2008,21/02/2019
Unit3507,Tenant1068,21/02/2019,
Unit5102,Tenant1069,05/08/2002,
Unit9332,Tenant1070,28/09/2003,
Unit6935,Tenant1071,29/04/2016,
Unit916,Tenant1072,30/08/2004,
Unit119,Tenant1073,22/08/1983,
Unit9180,Tenant1074,18/04/2005,
Unit6742,Tenant1075,28/07/2014,
Unit3206,Tenant1076,06/08/2012,
Unit1481,Tenant1077,22/10/2012,
Unit6900,Tenant1078,20/04/2012,
Unit4668,Tenant1079,13/12/2004,
Unit7871,Tenant1080,23/09/1996,
Unit7242,Tenant1081,03/04/2000,
Unit9110,Tenant1082,19/05/2003,
Unit3083,Tenant1083,17/01/2014,
Unit1722,Tenant1084,10/04/2006,
Unit6367,Tenant1085,27/08/1993,
Unit8598,Tenant1086,06/09/2018,
Unit1140,Tenant1087,27/08/2004,
Unit7299,Tenant1088,31/08/2001,26/02/2021
Unit6437,Tenant1089,18/09/2003,
Unit6600,Tenant1090,08/08/2005,
Unit9658,Tenant1091,16/01/2014,21/05/2020
Unit9658,Tenant1092,21/05/2020,
Unit5023,Tenant1093,07/11/2003,
Unit4048,Tenant1094,28/05/2004,
Unit5142,Tenant1095,15/12/2009,
Unit6425,Tenant1096,17/03/2004,
Unit1670,Tenant1097,30/03/1998,
Unit4688,Tenant1098,16/11/2017,10/08/2020
Unit4688,Tenant1099,10/08/2020,
Unit9421,Tenant1100,24/12/2018,
Unit4128,Tenant1101,23/04/2018,
Unit9651,Tenant1102,28/01/2013,
Unit6997,Tenant1103,21/07/2014,
Unit162,Tenant1104,21/01/2008,20/01/2019
Unit162,Tenant1105,22/04/2019,26/05/2019
Unit162,Tenant1106,17/06/2019,
Unit8893,Tenant1107,16/02/2015,
Unit6184,Tenant1108,30/06/2006,
Unit157,Tenant1109,26/02/2007,
Unit3204,Tenant1110,10/05/1993,
Unit7451,Tenant1111,01/02/2010,28/02/2021
Unit2447,Tenant1112,10/05/2013,
Unit6217,Tenant1113,08/04/1985,27/09/2020
Unit1315,Tenant1114,16/09/2013,
Unit4327,Tenant1115,18/05/1987,07/04/2019
Unit4327,Tenant1116,08/04/2019,
Unit8331,Tenant1117,06/11/2017,
Unit1648,Tenant1118,29/05/2006,
Unit7311,Tenant1119,09/11/2009,
Unit3720,Tenant1120,27/02/2006,
Unit6206,Tenant1121,27/08/2015,
Unit262,Tenant1122,13/02/2006,
Unit9761,Tenant1123,22/02/2016,10/02/2019
Unit9761,Tenant1124,11/02/2019,
Unit1910,Tenant1125,18/12/2002,
Unit5395,Tenant1126,16/10/2020,
Unit5395,Tenant1127,04/08/2016,16/10/2020
Unit3430,Tenant1128,02/02/2005,
Unit6988,Tenant1129,26/08/1994,
Unit1953,Tenant1130,01/08/2011,
Unit2187,Tenant1131,05/06/2006,
Unit3207,Tenant1132,05/11/2018,19/05/2019
Unit3207,Tenant1133,20/05/2019,
Unit6987,Tenant1134,01/06/1967,
Unit5155,Tenant1135,10/04/2006,
Unit7784,Tenant1136,26/02/1996,
Unit9390,Tenant1137,23/10/1995,
Unit7895,Tenant1138,15/08/2011,
Unit8150,Tenant1139,21/11/2016,
Unit2144,Tenant1140,08/08/1983,
Unit4030,Tenant1141,04/10/1978,05/01/2020
Unit4030,Tenant1142,06/01/2020,
Unit7283,Tenant1143,01/07/1999,
Unit7436,Tenant1144,15/08/2003,
Unit8494,Tenant1145,02/06/1994,04/10/2019
Unit8494,Tenant1146,04/10/2019,
Unit7834,Tenant1147,01/02/2008,
Unit5838,Tenant1148,31/07/2002,
Unit7169,Tenant1149,25/11/2016,
Unit1516,Tenant1150,20/01/1995,
Unit5944,Tenant1151,27/08/1999,
Unit5416,Tenant1152,04/03/2005,
Unit3211,Tenant1153,30/08/2013,26/03/2021
Unit1251,Tenant1154,29/06/2004,
Unit5845,Tenant1155,29/03/2016,
Unit2341,Tenant1156,01/05/1997,
Unit9756,Tenant1157,20/12/2006,
Unit8329,Tenant1158,12/07/2002,
Unit9209,Tenant1159,31/03/2016,
Unit3014,Tenant1160,17/01/2005,20/09/2020
Unit3014,Tenant1161,21/09/2020,
Unit8774,Tenant1162,19/02/2018,
Unit8515,Tenant1163,01/01/1901,10/11/2019
Unit8515,Tenant1164,11/11/2019,
Unit4925,Tenant1165,19/05/2008,25/08/2019
Unit4925,Tenant1166,08/06/2020,
Unit1737,Tenant1167,28/06/2010,
Unit4795,Tenant1168,01/12/1997,
Unit8015,Tenant1169,01/06/2009,
Unit1066,Tenant1170,04/12/1950,11/08/2019
Unit1066,Tenant1171,19/12/2019,
Unit9703,Tenant1172,04/01/2016,
Unit5083,Tenant1173,03/03/1958,19/01/2020
Unit5083,Tenant1174,20/01/2020,
Unit6413,Tenant1175,30/06/2014,21/07/2019
Unit2920,Tenant1176,29/01/2007,
Unit2941,Tenant1177,15/11/1993,11/08/2019
Unit2941,Tenant1178,02/09/2019,
Unit1734,Tenant1179,03/08/2009,
Unit4513,Tenant1180,04/04/2016,
Unit1558,Tenant1181,17/07/2017,
Unit8372,Tenant1182,19/01/2004,13/10/2019
Unit8372,Tenant1183,08/12/2019,
Unit2662,Tenant1184,03/07/2006,
Unit825,Tenant1185,13/08/2018,15/09/2019
Unit825,Tenant1186,16/09/2019,
Unit5098,Tenant1187,21/05/2012,24/02/2019
Unit5098,Tenant1188,22/04/2019,
Unit9424,Tenant1189,20/11/2018,
Unit7585,Tenant1190,08/10/2012,24/01/2021
Unit8926,Tenant1191,05/03/2007,25/08/2019
Unit8926,Tenant1192,26/08/2019,24/01/2021
Unit6733,Tenant1193,29/11/2010,
Unit6463,Tenant1194,20/10/1969,29/12/2019
Unit7061,Tenant1195,01/08/1983,
Unit5198,Tenant1196,13/04/1998,
Unit2985,Tenant1197,01/10/2012,
Unit9034,Tenant1198,14/07/2017,15/11/2019
Unit9034,Tenant1199,15/11/2019,
Unit9305,Tenant1200,26/02/2016,
Unit744,Tenant1201,19/02/2001,
Unit3429,Tenant1202,16/06/2014,
Unit3947,Tenant1203,29/05/2017,
Unit463,Tenant1204,24/02/2014,01/11/2020
Unit6777,Tenant1205,21/01/2019,
Unit6213,Tenant1206,16/03/2009,
Unit9422,Tenant1207,17/04/2006,
Unit2204,Tenant1208,22/08/2005,
Unit6177,Tenant1209,13/02/2006,
Unit635,Tenant1210,03/07/2006,
Unit5161,Tenant1211,26/03/2004,
Unit9080,Tenant1212,27/10/2006,
Unit1978,Tenant1213,03/06/1996,
Unit3814,Tenant1214,29/05/2003,09/10/2020
Unit3814,Tenant1215,09/10/2020,
Unit232,Tenant1216,25/07/2016,14/04/2019
Unit232,Tenant1217,15/04/2019,
Unit3017,Tenant1218,21/03/1988,05/07/2020
Unit3017,Tenant1219,31/08/2020,
Unit784,Tenant1220,10/04/2006,
Unit9403,Tenant1221,23/11/2009,20/01/2019
Unit39,Tenant1222,17/07/1972,06/01/2019
Unit39,Tenant1223,01/04/2019,11/04/2021
Unit3326,Tenant1224,03/07/2017,15/12/2019
Unit3326,Tenant1225,16/12/2019,
Unit6796,Tenant1226,16/01/2006,
Unit7827,Tenant1227,28/05/2018,
Unit575,Tenant1228,28/11/2005,
Unit275,Tenant1229,13/06/1994,
Unit2815,Tenant1230,13/08/2007,
Unit6407,Tenant1231,12/11/2001,
Unit8735,Tenant1232,29/06/2009,
Unit1651,Tenant1233,20/09/1993,
Unit2657,Tenant1234,03/02/2014,
Unit4159,Tenant1235,23/06/2005,23/07/2020
Unit4159,Tenant1236,23/07/2020,
Unit8527,Tenant1237,10/03/2006,
Unit2808,Tenant1238,01/02/1998,
Unit4342,Tenant1239,07/10/2005,
Unit4501,Tenant1240,18/11/2013,
Unit8907,Tenant1241,29/04/2009,
Unit8361,Tenant1242,28/06/2010,
Unit7109,Tenant1243,15/11/2002,14/02/2020
Unit7564,Tenant1244,08/04/2002,
Unit1126,Tenant1245,14/03/2005,
Unit2427,Tenant1246,12/02/2018,01/09/2019
Unit6931,Tenant1247,24/07/2017,21/06/2020
Unit6931,Tenant1248,22/06/2020,
Unit9449,Tenant1249,20/08/2012,15/09/2019
Unit9449,Tenant1250,25/11/2019,
Unit2386,Tenant1251,16/12/2016,
Unit1484,Tenant1252,22/03/2010,01/09/2019
Unit1484,Tenant1253,08/06/2020,
Unit9858,Tenant1254,11/10/2004,
Unit9957,Tenant1255,27/02/2017,
Unit4974,Tenant1256,05/11/2007,
Unit6150,Tenant1257,23/11/2015,
Unit2452,Tenant1258,06/12/1982,
Unit2683,Tenant1259,01/05/2017,
Unit4076,Tenant1260,01/12/2003,
Unit5007,Tenant1261,25/09/2017,08/11/2020
Unit2820,Tenant1262,06/11/1978,
Unit5904,Tenant1263,13/03/2006,
Unit8313,Tenant1264,30/04/1992,
Unit7845,Tenant1265,28/08/2015,
Unit8444,Tenant1266,11/12/2015,
Unit2052,Tenant1267,30/06/2017,
Unit4594,Tenant1268,26/04/2018,
Unit8415,Tenant1269,06/06/2003,
Unit9898,Tenant1270,27/11/1997,
Unit2694,Tenant1271,18/12/2012,
Unit3587,Tenant1272,01/02/1998,
Unit3082,Tenant1273,06/09/2002,
Unit2593,Tenant1274,06/08/2004,
Unit1721,Tenant1275,18/08/2004,
Unit8764,Tenant1276,07/01/2005,
Unit8762,Tenant1277,17/04/2003,
Unit8436,Tenant1278,11/07/2003,
Unit1471,Tenant1279,17/09/2002,24/05/2019
Unit1471,Tenant1280,24/05/2019,
Unit3932,Tenant1281,18/06/1993,
Unit4908,Tenant1282,30/06/2011,02/09/2020
Unit4908,Tenant1283,02/09/2020,
Unit9871,Tenant1284,27/08/1993,
Unit3502,Tenant1285,27/09/2017,
Unit6696,Tenant1286,11/12/2003,
Unit2648,Tenant1287,11/08/2000,20/06/2019
Unit2648,Tenant1288,20/06/2019,20/06/2019
Unit5833,Tenant1289,23/11/2012,
Unit3026,Tenant1290,22/04/2016,29/10/2019
Unit3026,Tenant1291,29/10/2019,
Unit5930,Tenant1292,20/08/2001,09/08/2019
Unit5930,Tenant1293,09/08/2019,
Unit5952,Tenant1294,28/08/1998,
Unit1196,Tenant1295,07/08/2009,
Unit3279,Tenant1296,22/02/2002,
Unit1753,Tenant1297,09/07/2001,
Unit1597,Tenant1298,13/09/2010,
Unit3660,Tenant1299,29/07/2008,17/07/2020
Unit3660,Tenant1300,17/07/2020,
Unit7272,Tenant1301,28/03/2018,
Unit9291,Tenant1302,02/10/2006,
Unit8212,Tenant1303,27/08/2004,
Unit8705,Tenant1304,23/07/2018,
Unit2125,Tenant1305,07/04/2000,
Unit1671,Tenant1306,30/10/2014,
Unit5415,Tenant1307,04/09/2013,07/06/2019
Unit5415,Tenant1308,07/06/2019,
Unit3311,Tenant1309,01/09/2005,22/10/2020
Unit5531,Tenant1310,13/05/2005,15/03/2019
Unit5531,Tenant1311,15/03/2019,
Unit2176,Tenant1312,14/07/2017,
Unit6499,Tenant1313,09/12/1994,
Unit4781,Tenant1314,31/07/1995,
Unit4910,Tenant1315,28/03/2006,
Unit4093,Tenant1316,01/12/2008,
Unit4724,Tenant1317,11/08/1997,
Unit7261,Tenant1318,13/11/2006,23/06/2019
Unit7261,Tenant1319,23/12/2019,
Unit127,Tenant1320,08/02/1993,
